cycSecs,cycMps,cycGrade,cycRoadType
942,14.9883567,0,0
943,14.98472214,0,0
944,14.98472214,0,0
945,14.99270757,0,0
946,15.06738345,0,0
947,15.27432654,0,0
948,15.50696691,0,0
949,15.61781671,0,0
950,15.5801328,0,0
951,15.31140433,0,0
952,14.6467442,0,0
953,13.44816632,0,0
954,11.973167,0,0
955,10.49816661,0,0
956,9.023166233,0,0
957,7.548166911,0,0
958,6.973437733,0,0
959,7.219998042,0,0
960,8.129210472,0,0
961,9.623404609,0,0
962,11.21813138,0,0
963,12.59173181,0,0
964,13.6045901,0,0
965,14.20771493,0,0
966,14.46037292,0,0
967,14.50339635,0,0
968,14.46284718,0,0
969,14.35714086,0,0
970,14.13339827,0,0
971,13.65946134,0,0
972,12.74730894,0,0
973,11.27230856,0,0
974,9.79730924,0,0
975,8.322308858,0,0
976,6.847309007,0,0
977,5.372308625,0,0
978,4.431662295,0,0
979,3.655306233,0,0
980,2.973838912,0,0
981,2.433257368,0,0
982,2.0131837,0,0
983,1.519401073,0,0
984,0.878081587,0,0
985,0.311935743,0,0
986,0,0,0
987,0,0,0
988,0,0,0
989,0,0,0
990,0,0,0
991,0,0,0
992,0,0,0
993,0,0,0
994,0,0,0
995,0,0,0
996,0,0,0
997,0,0,0
998,0,0,0
999,0,0,0
1000,0,0,0
1001,0,0,0
1002,0,0,0
1003,0,0,0
1004,0,0,0
1005,0,0,0
1006,0,0,0
1007,0,0,0
1008,0,0,0
1009,0,0,0
1010,0,0,0
1011,0,0,0
1012,0,0,0
1013,0,0,0
1014,0,0,0
1015,0,0,0
1016,0,0,0
1017,0,0,0
1018,0,0,0
1019,0,0,0
1020,0,0,0
1021,0,0,0
1022,0,0,0
1023,0,0,0
1024,0,0,0
1025,0,0,0
1026,0,0,0
1027,0.216666659,0,0
1028,0.999999974,0,0
1029,2.380555471,0,0
1030,4.055555662,0,0
1031,5.566666921,0,0
1032,6.780555513,0,0
1033,7.827777863,0,0
1034,8.813888762,0,0
1035,9.71666654,0,0
1036,10.45555539,0,0
1037,11.02777799,0,0
1038,11.53611077,0,0
1039,12.10555606,0,0
1040,12.76666641,0,0
1041,13.45555517,0,0
1042,14.03611077,0,0
1043,14.41666709,0,0
1044,14.60000038,0,0
1045,14.65833346,0,0
1046,14.69722218,0,0
1047,14.75555526,0,0
1048,14.79999966,0,0
1049,14.75555526,0,0
1050,14.52222188,0,0
1051,14.09444491,0,0
1052,13.55277803,0,0
1053,12.92222235,0,0
1054,12.16388914,0,0
1055,11.1972226,0,0
1056,9.994444317,0,0
1057,8.519444466,0,0
1058,7.044444614,0,0
1059,5.569444233,0,0
1060,4.094444381,0,0
1061,3.175000085,0,0
1062,2.777777778,0,0
1063,2.794444561,0,0
1064,3.002777894,0,0
1065,3.766666783,0,0
1066,5.522221989,0,0
1067,6.494444211,0,0
1068,6.847222116,0,0
1069,6.988888847,0,0
1070,7.344444593,0,0
1071,7.997222477,0,0
1072,8.825000127,0,0
1073,9.797222349,0,0
1074,10.97222222,0,0
1075,12.34999975,0,0
1076,13.70833291,0,0
1077,14.81666671,0,0
1078,15.65555573,0,0
1079,16.36944453,0,0
1080,17.00000021,0,0
1081,17.39444415,0,0
1082,17.50555568,0,0
1083,17.35277812,0,0
1084,16.91388872,0,0
1085,16.4694447,0,0
1086,16.28888872,0,0
1087,16.27777735,0,0
1088,16.30833308,0,0
1089,16.32222176,0,0
1090,16.32777744,0,0
1091,16.33611149,0,0
1092,16.41666624,0,0
1093,16.69722239,0,0
1094,17.13055505,0,0
1095,17.50555568,0,0
1096,17.69722197,0,0
1097,17.74444474,0,0
1098,17.64722188,0,0
1099,17.29722235,0,0
1100,16.75833384,0,0
1101,16.35277748,0,0
1102,16.23055564,0,0
1103,16.34444449,0,0
1104,16.72777812,0,0
1105,17.29722235,0,0
1106,17.75555505,0,0
1107,17.91111204,0,0
1108,17.88611094,0,0
1109,17.6416662,0,0
1110,17.21666654,0,0
1111,16.99722184,0,0
1112,17.03888893,0,0
1113,17.38333384,0,0
1114,18.13611137,0,0
1115,18.90000025,0,0
1116,19.2861112,0,0
1117,19.36111026,0,0
1118,19.23611111,0,0
1119,18.92222299,0,0
1120,18.59722137,0,0
1121,18.38611179,0,0
1122,18.23888991,0,0
1123,18.0277782,0,0
1124,17.56666713,0,0
1125,16.73888842,0,0
1126,15.50555547,0,0
1127,14.03055509,0,0
1128,12.55555577,0,0
1129,11.13055547,0,0
1130,10.05000008,0,0
1131,9.138889313,0,0
1132,8.280555407,0,0
1133,7.383333312,0,0
1134,6.402777566,0,0
1135,5.380555789,0,0
1136,4.522222413,0,0
1137,4.049999979,0,0
1138,3.944444391,0,0
1139,3.975000117,0,0
1140,4.04166672,0,0
1141,4.20277781,0,0
1142,4.558333291,0,0
1143,5.30277782,0,0
1144,6.241666476,0,0
1145,6.777777672,0,0
1146,6.880555683,0,0
1147,6.302777926,0,0
1148,4.827777545,0,0
1149,3.352777693,0,0
1150,3.136111101,0,0
1151,2.777777778,0,0
1152,2.777777778,0,0
1153,3.055555556,0,0
1154,3.216666645,0,0
1155,3.227777746,0,0
1156,3.313888974,0,0
1157,3.352777693,0,0
1158,5.233333376,0,0
1159,6.961110963,0,0
1160,8.28611109,0,0
1161,9.402777354,0,0
1162,10.61388863,0,0
1163,12.05555598,0,0
1164,13.58333376,0,0
1165,14.94166692,0,0
1166,16.06111103,0,0
1167,17.07500034,0,0
1168,18.06111018,0,0
1169,18.99166743,0,0
1170,19.89444521,0,0
1171,20.26944478,0,0
1172,20.64444436,0,0
1173,21.16944419,0,0
1174,21.64166768,0,0
1175,22.09166633,0,0
1176,22.49722163,0,0
1177,22.85555522,0,0
1178,23.18888982,0,0
1179,23.49444495,0,0
1180,23.74722163,0,0
1181,23.9611117,0,0
1182,24.1888894,0,0
1183,24.45833418,0,0
1184,24.75555632,0,0
1185,25.03611035,0,0
1186,25.27777778,0,0
1187,25.48333274,0,0
1188,25.65277735,0,0
1189,25.78055488,0,0
1190,25.84999932,0,0
1191,25.86666743,0,0
1192,25.86111069,0,0
1193,25.85555606,0,0
1194,25.85833232,0,0
1195,25.86944368,0,0
1196,25.88055505,0,0
1197,25.89166641,0,0
1198,25.92777676,0,0
1199,26.01666768,0,0
1200,26.17222256,0,0
1201,26.38611052,0,0
1202,26.60555522,0,0
1203,26.78333282,0,0
1204,26.89722273,0,0
1205,26.95277744,0,0
1206,26.98055479,0,0
1207,27.00555589,0,0
1208,27.03611162,0,0
1209,27.05555598,0,0
1210,27.0611106,0,0
1211,27.05833435,0,0
1212,27.04722299,0,0
1213,27.03611162,0,0
1214,27.03333325,0,0
1215,27.02777863,0,0
1216,27.01666726,0,0
1217,26.99999915,0,0
1218,26.97777854,0,0
1219,26.94722282,0,0
1220,26.9083341,0,0
1221,26.85277727,0,0
1222,26.78055657,0,0
1223,26.68611103,0,0
1224,26.59444385,0,0
1225,26.51666641,0,0
1226,26.46666633,0,0
1227,26.43055598,0,0
1228,26.40000025,0,0
1229,26.35833316,0,0
1230,26.30833308,0,0
1231,26.26111137,0,0
1232,26.22777727,0,0
1233,26.21388965,0,0
1234,26.20555454,0,0
1235,26.18888855,0,0
1236,26.14999983,0,0
1237,26.07500076,0,0
1238,25.94999949,0,0
1239,25.76944351,0,0
1240,25.54777739,0,0
1241,25.34833315,0,0
1242,25.17129616,0,0
1243,24.98888887,0,0
1244,24.81049385,0,0
1245,24.63611108,0,0
1246,24.45987654,0,0
1247,24.27438265,0,0
1248,24.0796294,0,0
1249,23.8836418,0,0
1250,23.69722202,0,0
1251,23.52592562,0,0
1252,23.36481448,0,0
1253,23.20370333,0,0
1254,23.03672814,0,0
1255,22.86388868,0,0
1256,22.69104922,0,0
1257,22.52253073,0,0
1258,22.36172829,0,0
1259,22.20679012,0,0
1260,22.06049389,0,0
1261,21.94135807,0,0
1262,21.87129645,0,0
1263,21.85771612,0,0
1264,21.89166669,0,0
1265,21.95987654,0,0
1266,22.04567897,0,0
1267,22.1197531,0,0
1268,22.16049383,0,0
1269,22.15987665,0,0
1270,22.11635802,0,0
1271,22.03395066,0,0
1272,21.92530879,0,0
1273,21.81358055,0,0
1274,21.71265449,0,0
1275,21.62870407,0,0
1276,21.5777781,0,0
1277,21.57067923,0,0
1278,21.6018519,0,0
1279,21.65216069,0,0
1280,21.70030876,0,0
1281,21.73672853,0,0
1282,21.75802466,0,0
1283,21.76759272,0,0
1284,21.77098781,0,0
1285,21.76419764,0,0
1286,21.73395086,0,0
1287,21.66975351,0,0
1288,21.5765435,0,0
1289,21.4722226,0,0
1290,21.36851888,0,0
1291,21.26512386,0,0
1292,21.15432127,0,0
1293,21.02716069,0,0
1294,20.8882718,0,0
1295,20.76080252,0,0
1296,20.67345678,0,0
1297,20.64753097,0,0
1298,20.67654315,0,0
1299,20.73209857,0,0
1300,20.79382696,0,0
1301,20.85586407,0,0
1302,20.91820964,0,0
1303,20.98178981,0,0
1304,21.0444441,0,0
1305,21.09691314,0,0
1306,21.12222177,0,0
1307,21.11944411,0,0
1308,21.10432071,0,0
1309,21.08796273,0,0
1310,21.07253063,0,0
1311,21.05370345,0,0
1312,21.01882699,0,0
1313,20.96327158,0,0
1314,20.89722221,0,0
1315,20.82716035,0,0
1316,20.75432083,0,0
1317,20.58999973,0,0
1318,20.47777769,0,0
1319,20.3722212,0,0
1320,20.41666667,0,0
1321,20.56388855,0,0
1322,20.80833435,0,0
1323,21.14444521,0,0
1324,21.56944487,0,0
1325,21.99166616,0,0
1326,22.29722129,0,0
1327,22.44999992,0,0
1328,22.49166701,0,0
1329,22.49444538,0,0
1330,22.49722163,0,0
1331,22.49722163,0,0
1332,22.49444538,0,0
1333,22.46388965,0,0
1334,22.38888847,0,0
1335,22.29166667,0,0
1336,22.22222222,0,0
1337,22.1916665,0,0
1338,22.18055513,0,0
1339,22.18055513,0,0
1340,22.17777676,0,0
1341,22.18888813,0,0
1342,22.23333359,0,0
1343,22.32500076,0,0
1344,22.44166692,0,0
1345,22.55277846,0,0
1346,22.62777752,0,0
1347,22.65833325,0,0
1348,22.66111162,0,0
1349,22.60000017,0,0
1350,22.41388957,0,0
1351,22.10277769,0,0
1352,21.72222137,0,0
1353,21.32222282,0,0
1354,20.92222214,0,0
1355,20.49722248,0,0
1356,20.02777735,0,0
1357,19.51111052,0,0
1358,18.95555496,0,0
1359,18.36111069,0,0
1360,17.72222201,0,0
1361,17.10277769,0,0
1362,16.70833376,0,0
1363,16.59722222,0,0
1364,16.77222252,0,0
1365,17.15555509,0,0
1366,17.39166684,0,0
1367,17.42222256,0,0
1368,17.20555517,0,0
1369,16.66388936,0,0
1370,16.21111128,0,0
1371,16.0638894,0,0
1372,16.0638894,0,0
1373,16.05277803,0,0
1374,15.91388914,0,0
1375,15.61111132,0,0
1376,15.08611149,0,0
1377,14.11944495,0,0
1378,12.64444457,0,0
1379,11.16944419,0,0
1380,9.694444868,0,0
1381,8.230555322,0,0
1382,7.575000127,0,0
1383,8.133333524,0,0
1384,9.130555259,0,0
1385,9.888888465,0,0
1386,10.20555602,0,0
1387,10.44166671,0,0
1388,10.9333335,0,0
1389,11.80277824,0,0
1390,12.9055553,0,0
1391,13.93888897,0,0
1392,14.67222214,0,0
1393,15.08333312,0,0
1394,15.24166637,0,0
1395,15.25555505,0,0
1396,15.18888897,0,0
1397,15.02500004,0,0
1398,14.78333367,0,0
1399,14.46944449,0,0
1400,14.08055517,0,0
1401,13.64444415,0,0
1402,13.1777774,0,0
1403,12.56666713,0,0
1404,11.61944495,0,0
1405,10.14444457,0,0
1406,8.66944419,0,0
1407,7.68055545,0,0
1408,7.48055564,0,0
1409,7.577777969,0,0
1410,7.625000212,0,0
1411,7.605555322,0,0
1412,7.522222201,0,0
1413,7.413889037,0,0
1414,7.444444233,0,0
1415,7.833333545,0,0
1416,8.647221989,0,0
1417,9.672222137,0,0
1418,10.67500008,0,0
1419,11.36111153,0,0
1420,11.57222218,0,0
1421,11.35555585,0,0
1422,10.63055568,0,0
1423,9.816666709,0,0
1424,9.519444572,0,0
1425,9.602777693,0,0
1426,10.0888888,0,0
1427,10.97499953,0,0
1428,11.62499958,0,0
1429,11.79166688,0,0
1430,11.64722231,0,0
1431,11.13055547,0,0
1432,10.16111162,0,0
1433,8.686111238,0,0
1434,7.211110857,0,0
1435,5.736111005,0,0
1436,5.305555662,0,0
1437,5.474999746,0,0
1438,5.852777693,0,0
1439,6.097222434,0,0
1440,6.136111153,0,0
1441,5.936111344,0,0
1442,5.450000233,0,0
1443,5.083333121,0,0
1444,5.013888677,0,0
1445,5.075000127,0,0
1446,5.152777566,0,0
1447,4.972222116,0,0
1448,4.163888825,0,0
1449,2.738888794,0,0
1450,1.277777751,0,0
1451,0.333333347,0,0
1452,0,0,0
1453,0,0,0
1454,0,0,0
1455,0,0,0
1456,0,0,0
1457,0,0,0
1458,0,0,0
1459,0,0,0
1460,0,0,0
1461,0,0,0
1462,0,0,0
1463,0,0,0
1464,0,0,0
1465,0,0,0
1466,0,0,0
1467,0,0,0
1468,0,0,0
1469,0,0,0
1470,0,0,0
1471,0,0,0
1472,0,0,0
1473,0,0,0
1474,0,0,0
1475,0,0,0
1476,0,0,0
1477,0,0,0
1478,0,0,0
1479,0.619237413,0,0
1480,1.208696591,0,0
1481,1.738987959,0,0
1482,2.189316923,0,0
1483,2.560411269,0,0
1484,2.881647869,0,0
1485,3.204721079,0,0
1486,3.58783849,0,0
1487,4.080184677,0,0
1488,4.713243662,0,0
1489,5.497091399,0,0
1490,6.416657776,0,0
1491,7.429279073,0,0
1492,8.471889448,0,0
1493,9.481392572,0,0
1494,10.41697531,0,0
1495,11.26582838,0,0
1496,12.02794798,0,0
1497,12.69663415,0,0
1498,13.25529264,0,0
1499,13.69251892,0,0
1500,14.01805619,0,0
1501,14.2629998,0,0
1502,14.46445029,0,0
1503,14.64831454,0,0
1504,14.82317355,0,0
1505,14.98655693,0,0
1506,15.13708276,0,0
1507,15.28263095,0,0
1508,15.44117894,0,0
1509,15.63676548,0,0
1510,15.89662958,0,0
1511,16.2509211,0,0
1512,16.72391023,0,0
1513,17.31613804,0,0
1514,17.98337525,0,0
1515,18.64509247,0,0
1516,19.21745999,0,0
1517,19.65795839,0,0
1518,19.97430143,0,0
1519,20.20414596,0,0
1520,20.37846644,0,0
1521,20.50675126,0,0
1522,20.57695702,0,0
1523,20.56408017,0,0
1524,20.43078266,0,0
1525,20.13925545,0,0
1526,19.67244551,0,0
1527,19.06413123,0,0
1528,18.39755296,0,0
1529,17.77637631,0,0
1530,17.27707971,0,0
1531,16.9290092,0,0
1532,16.72713866,0,0
1533,16.66644137,0,0
1534,16.76452649,0,0
1535,17.05205021,0,0
1536,17.5437093,0,0
1537,18.21371299,0,0
1538,19.0093052,0,0
1539,19.88018866,0,0
1540,20.80457221,0,0
1541,21.76451927,0,0
1542,22.71921696,0,0
1543,23.58101793,0,0
1544,24.26520093,0,0
1545,24.7279937,0,0
1546,25.00383326,0,0
1547,25.16357898,0,0
1548,25.28307423,0,0
1549,25.40823299,0,0
1550,25.56177158,0,0
1551,25.74553295,0,0
1552,25.9492049,0,0
1553,26.15828761,0,0
1554,26.36663872,0,0
1555,26.58352512,0,0
1556,26.82956104,0,0
1557,27.12509907,0,0
1558,27.47897297,0,0
1559,27.88412336,0,0
1560,28.32177387,0,0
1561,28.77168242,0,0
1562,29.22221714,0,0
1563,29.67414901,0,0
1564,30.13529315,0,0
1565,30.61058782,0,0
1566,31.09476071,0,0
1567,31.57334248,0,0
1568,32.02990525,0,0
1569,32.45425113,0,0
1570,32.84474928,0,0
1571,33.20425875,0,0
1572,33.53226388,0,0
1573,33.82054438,0,0
1574,34.05507545,0,0
1575,34.2233501,0,0
1576,34.32034497,0,0
1577,34.3500851,0,0
1578,34.32298938,0,0
1579,34.25288574,0,0
1580,34.15402378,0,0
1581,34.03720723,0,0
1582,33.90499797,0,0
1583,33.75051567,0,0
1584,33.56247142,0,0
1585,33.3349591,0,0
1586,33.07414901,0,0
1587,32.79791571,0,0
1588,32.5284827,0,0
1589,32.28503531,0,0
1590,32.07951659,0,0
1591,31.91676193,0,0
1592,31.79535513,0,0
1593,31.70791673,0,0
1594,31.64060484,0,0
1595,31.57370574,0,0
1596,31.48492989,0,0
1597,31.35498273,0,0
1598,31.17396103,0,0
1599,30.9446464,0,0
1600,30.68201976,0,0
1601,30.40857466,0,0
1602,30.14895621,0,0
1603,29.92431769,0,0
1604,29.74837931,0,0
1605,29.62499263,0,0
1606,29.5492115,0,0
1607,29.51109689,0,0
1608,29.50074023,0,0
1609,29.51166819,0,0
1610,29.54183763,0,0
1611,29.5931009,0,0
1612,29.67050399,0,0
1613,29.7817195,0,0
1614,29.9357697,0,0
1615,30.14030686,0,0
1616,30.39775288,0,0
1617,30.70189453,0,0
1618,31.03679063,0,0
1619,31.37903495,0,0
1620,31.7025428,0,0
1621,31.98391709,0,0
1622,32.20576894,0,0
1623,32.35654499,0,0
1624,32.42639613,0,0
1625,32.40186786,0,0
1626,32.26416527,0,0
1627,31.99645837,0,0
1628,31.59918635,0,0
1629,31.10447671,0,0
1630,30.57664736,0,0
1631,30.09410278,0,0
1632,29.72107148,0,0
1633,29.48572499,0,0
1634,29.3754293,0,0
1635,29.34790174,0,0
1636,29.3491071,0,0
1637,29.33037647,0,0
1638,29.26227074,0,0
1639,29.14376873,0,0
1640,29.00288574,0,0
1641,28.88506579,0,0
1642,28.83312376,0,0
1643,28.87028146,0,0
1644,28.99667734,0,0
1645,29.19922649,0,0
1646,29.46394859,0,0
1647,29.78101026,0,0
1648,30.14081695,0,0
1649,30.52846111,0,0
1650,30.92275441,0,0
1651,31.30111137,0,0
1652,31.64641569,0,0
1653,31.95126251,0,0
1654,32.21828354,0,0
1655,32.4565145,0,0
1656,32.6773688,0,0
1657,32.89098969,0,0
1658,33.10511228,0,0
1659,33.32380481,0,0
1660,33.54687548,0,0
1661,33.76963623,0,0
1662,33.98545318,0,0
1663,34.18922293,0,0
1664,34.37882564,0,0
1665,34.5531766,0,0
1666,34.70924148,0,0
1667,34.84257735,0,0
1668,34.95054235,0,0
1669,35.03524869,0,0
1670,35.1021516,0,0
1671,35.15644592,0,0
1672,35.20022989,0,0
1673,35.232918,0,0
1674,35.25292638,0,0
1675,35.25849591,0,0
1676,35.24706981,0,0
1677,35.21515775,0,0
1678,35.16044683,0,0
1679,35.08573261,0,0
1680,35.0021516,0,0
1681,34.92860971,0,0
1682,34.88662424,0,0
1683,34.89214551,0,0
1684,34.94891404,0,0
1685,35.0465681,0,0
1686,35.16517934,0,0
1687,35.28287863,0,0
1688,35.38311995,0,0
1689,35.45789006,0,0
1690,35.5074544,0,0
1691,35.53775593,0,0
1692,35.55765127,0,0
1693,35.57619392,0,0
1694,35.60017147,0,0
1695,35.63185109,0,0
1696,35.66786059,0,0
1697,35.70010923,0,0
1698,35.71890845,0,0
1699,35.71695499,0,0
1700,35.69207311,0,0
1701,35.64733018,0,0
1702,35.58893588,0,0
1703,35.52362191,0,0
1704,35.4569997,0,0
1705,35.39315399,0,0
1706,35.33490957,0,0
1707,35.28435706,0,0
1708,35.24363537,0,0
1709,35.21579917,0,0
1710,35.20498527,0,0
1711,35.21540416,0,0
1712,35.24949322,0,0
1713,35.30678504,0,0
1714,35.3842364,0,0
1715,35.47811436,0,0
1716,35.58575293,0,0
1717,35.70625794,0,0
1718,35.83916832,0,0
1719,35.98211401,0,0
1720,36.12846111,0,0
1721,36.26665015,0,0
1722,36.38163136,0,0
1723,36.45762206,0,0
1724,36.48000305,0,0
1725,36.43366738,0,0
1726,36.29885434,0,0
1727,36.04958213,0,0
1728,35.66180079,0,0
1729,35.12990652,0,0
1730,34.47982269,0,0
1731,33.76480338,0,0
1732,33.04272215,0,0
1733,32.35048011,0,0
1734,31.69299522,0,0
1735,31.05256821,0,0
1736,30.40841081,0,0
1737,29.75287558,0,0
1738,29.09740766,0,0
1739,28.46801047,0,0
1740,27.89500203,0,0
1741,27.40018163,0,0
1742,26.98796296,0,0
1743,26.64355789,0,0
1744,26.34120053,0,0
1745,26.05696159,0,0
1746,25.77985952,0,0
1747,25.51374409,0,0
1748,25.27087207,0,0
1749,25.06140832,0,0
1750,24.8866941,0,0
1751,24.73829574,0,0
1752,24.60287685,0,0
1753,24.46840294,0,0
1754,24.3291927,0,0
1755,24.18642864,0,0
1756,24.04442031,0,0
1757,23.90478459,0,0
1758,23.76349769,0,0
1759,23.61341386,0,0
1760,23.45029848,0,0
1761,23.27713382,0,0
1762,23.1025301,0,0
1763,22.9333943,0,0
1764,22.76579282,0,0
1765,22.57831758,0,0
1766,22.33299802,0,0
1767,21.98415892,0,0
1768,21.49489788,0,0
1769,20.85184296,0,0
1770,20.07304654,0,0
1771,19.20209445,0,0
1772,18.29571839,0,0
1773,17.40848829,0,0
1774,16.58254585,0,0
1775,15.83706371,0,0
1776,15.15999594,0,0
1777,14.50412793,0,0
1778,13.80140223,0,0
1779,12.99410913,0,0
1780,12.0708962,0,0
1781,11.07953818,0,0
1782,10.10577275,0,0
1783,9.228546842,0,0
1784,8.483617208,0,0
1785,7.856893004,0,0
1786,7.305857212,0,0
1787,6.785944089,0,0
1788,6.261555657,0,0
1789,5.700100975,0,0
1790,5.06355929,0,0
1791,4.31162996,0,0
1792,3.416231012,0,0
1793,2.423669537,0,0
1794,1.455826729,0,0
1795,0,0,0
1796,0,0,0
1797,0,0,0
1798,0,0,0
1799,0,0,0
1800,0,0,0